# model name run652
# Line luminosities from upper level 2 from 6385.00 to 6735.00 Angstroms
# Lower Levels:                0           1
# Line Wavelengths:      1025.44      6562.84
       nwind            x            z    i    j       inwind     wind_vol   plasma_vol  LowerLev000    LowerLev001  
         714   3.0243e+11   3.9528e+11   23   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         715   3.0243e+11   5.1663e+11   23   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         716   3.0243e+11   6.7524e+11   23   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         717   3.0243e+11   8.8255e+11   23   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         718   3.0243e+11   1.1535e+12   23   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         719   3.0243e+11   1.5076e+12   23   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         720   3.9528e+11   3.6259e+08   24    0           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         721   3.9528e+11   8.3650e+08   24    1           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         722   3.9528e+11   1.0933e+09   24    2           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         723   3.9528e+11   1.4290e+09   24    3           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         724   3.9528e+11   1.8677e+09   24    4           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         725   3.9528e+11   2.4411e+09   24    5           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         726   3.9528e+11   3.1906e+09   24    6           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         727   3.9528e+11   4.1701e+09   24    7           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         728   3.9528e+11   5.4504e+09   24    8            1   8.9120e+30    8.9120e+30    0.0000e+00    2.0054e-20
         729   3.9528e+11   7.1237e+09   24    9            1   5.8619e+32    5.8619e+32    0.0000e+00    6.8771e-19
         730   3.9528e+11   9.3107e+09   24   10            0   1.2950e+33    1.2950e+33    0.0000e+00    1.2230e+29
         731   3.9528e+11   1.2169e+10   24   11            0   1.6926e+33    1.6926e+33    0.0000e+00    4.2594e+28
         732   3.9528e+11   1.5905e+10   24   12            0   2.2123e+33    2.2123e+33    0.0000e+00    5.3877e+27
         733   3.9528e+11   2.0789e+10   24   13            0   2.8916e+33    2.8916e+33    0.0000e+00    9.9187e+26
         734   3.9528e+11   2.7171e+10   24   14            0   3.7794e+33    3.7794e+33    0.0000e+00    4.0988e+26
         735   3.9528e+11   3.5513e+10   24   15            0   4.9398e+33    4.9398e+33    0.0000e+00    4.8033e+26
         736   3.9528e+11   4.6416e+10   24   16            0   6.4566e+33    6.4566e+33    0.0000e+00    4.0117e+26
         737   3.9528e+11   6.0666e+10   24   17            0   8.4392e+33    8.4392e+33    0.0000e+00    8.3990e+25
         738   3.9528e+11   7.9291e+10   24   18            0   1.1031e+34    1.1031e+34    0.0000e+00    2.0446e+25
         739   3.9528e+11   1.0363e+11   24   19            0   1.4418e+34    1.4418e+34    0.0000e+00    5.8747e+24
         740   3.9528e+11   1.3545e+11   24   20            0   1.8847e+34    1.8847e+34    0.0000e+00    1.5762e+24
         741   3.9528e+11   1.7704e+11   24   21            1   2.4082e+34    2.4082e+34    0.0000e+00    1.7797e-15
         742   3.9528e+11   2.3139e+11   24   22            1   1.0467e+34    1.0467e+34    0.0000e+00    7.2595e-16
         743   3.9528e+11   3.0243e+11   24   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         744   3.9528e+11   3.9528e+11   24   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         745   3.9528e+11   5.1663e+11   24   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         746   3.9528e+11   6.7524e+11   24   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         747   3.9528e+11   8.8255e+11   24   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         748   3.9528e+11   1.1535e+12   24   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         749   3.9528e+11   1.5076e+12   24   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         750   5.1663e+11   3.6259e+08   25    0           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         751   5.1663e+11   8.3650e+08   25    1           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         752   5.1663e+11   1.0933e+09   25    2           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         753   5.1663e+11   1.4290e+09   25    3           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         754   5.1663e+11   1.8677e+09   25    4           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         755   5.1663e+11   2.4411e+09   25    5           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         756   5.1663e+11   3.1906e+09   25    6           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         757   5.1663e+11   4.1701e+09   25    7           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         758   5.1663e+11   5.4504e+09   25    8           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         759   5.1663e+11   7.1237e+09   25    9            1   9.0957e+30    9.0957e+30    0.0000e+00    8.3516e-21
         760   5.1663e+11   9.3107e+09   25   10            1   1.2103e+33    1.2103e+33    0.0000e+00    8.1991e-19
         761   5.1663e+11   1.2169e+10   25   11            0   2.8915e+33    2.8915e+33    0.0000e+00    1.1329e+29
         762   5.1663e+11   1.5905e+10   25   12            0   3.7792e+33    3.7792e+33    0.0000e+00    4.0277e+28
         763   5.1663e+11   2.0789e+10   25   13            0   4.9396e+33    4.9396e+33    0.0000e+00    3.7404e+27
         764   5.1663e+11   2.7171e+10   25   14            0   6.4561e+33    6.4561e+33    0.0000e+00    8.5141e+26
         765   5.1663e+11   3.5513e+10   25   15            0   8.4384e+33    8.4384e+33    0.0000e+00    4.3664e+26
         766   5.1663e+11   4.6416e+10   25   16            0   1.1029e+34    1.1029e+34    0.0000e+00    7.8393e+26
         767   5.1663e+11   6.0666e+10   25   17            0   1.4416e+34    1.4416e+34    0.0000e+00    2.1665e+26
         768   5.1663e+11   7.9291e+10   25   18            0   1.8843e+34    1.8843e+34    0.0000e+00    4.5259e+25
         769   5.1663e+11   1.0363e+11   25   19            0   2.4629e+34    2.4629e+34    0.0000e+00    1.4281e+25
         770   5.1663e+11   1.3545e+11   25   20            0   3.2193e+34    3.2193e+34    0.0000e+00    5.9856e+24
         771   5.1663e+11   1.7704e+11   25   21            0   4.2080e+34    4.2080e+34    0.0000e+00    1.6643e+24
         772   5.1663e+11   2.3139e+11   25   22            1   5.3789e+34    5.3789e+34    0.0000e+00    2.3260e-15
         773   5.1663e+11   3.0243e+11   25   23            1   2.3461e+34    2.3461e+34    0.0000e+00    9.5316e-16
         774   5.1663e+11   3.9528e+11   25   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         775   5.1663e+11   5.1663e+11   25   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         776   5.1663e+11   6.7524e+11   25   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         777   5.1663e+11   8.8255e+11   25   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         778   5.1663e+11   1.1535e+12   25   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         779   5.1663e+11   1.5076e+12   25   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         780   6.7524e+11   3.6259e+08   26    0           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         781   6.7524e+11   8.3650e+08   26    1           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         782   6.7524e+11   1.0933e+09   26    2           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         783   6.7524e+11   1.4290e+09   26    3           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         784   6.7524e+11   1.8677e+09   26    4           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         785   6.7524e+11   2.4411e+09   26    5           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         786   6.7524e+11   3.1906e+09   26    6           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         787   6.7524e+11   4.1701e+09   26    7           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         788   6.7524e+11   5.4504e+09   26    8           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         789   6.7524e+11   7.1237e+09   26    9           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         790   6.7524e+11   9.3107e+09   26   10            1   8.2248e+30    8.2248e+30    0.0000e+00    3.2542e-21
         791   6.7524e+11   1.2169e+10   26   11            1   2.5276e+33    2.5276e+33    0.0000e+00    9.6124e-19
         792   6.7524e+11   1.5905e+10   26   12            0   6.4559e+33    6.4559e+33    0.0000e+00    5.0562e+28
         793   6.7524e+11   2.0789e+10   26   13            0   8.4381e+33    8.4381e+33    0.0000e+00    2.4540e+28
         794   6.7524e+11   2.7171e+10   26   14            0   1.1029e+34    1.1029e+34    0.0000e+00    3.1091e+27
         795   6.7524e+11   3.5513e+10   26   15            0   1.4415e+34    1.4415e+34    0.0000e+00    7.1654e+26
         796   6.7524e+11   4.6416e+10   26   16            0   1.8841e+34    1.8841e+34    0.0000e+00    1.9700e+27
         797   6.7524e+11   6.0666e+10   26   17            0   2.4626e+34    2.4626e+34    0.0000e+00    1.0990e+27
         798   6.7524e+11   7.9291e+10   26   18            0   3.2187e+34    3.2187e+34    0.0000e+00    5.9364e+26
         799   6.7524e+11   1.0363e+11   26   19            0   4.2071e+34    4.2071e+34    0.0000e+00    1.0544e+26
         800   6.7524e+11   1.3545e+11   26   20            0   5.4990e+34    5.4990e+34    0.0000e+00    1.9588e+25
         801   6.7524e+11   1.7704e+11   26   21            0   7.1878e+34    7.1878e+34    0.0000e+00    7.2254e+24
         802   6.7524e+11   2.3139e+11   26   22            0   9.3954e+34    9.3954e+34    0.0000e+00    1.6900e+24
         803   6.7524e+11   3.0243e+11   26   23            1   1.2013e+35    1.2013e+35    0.0000e+00    3.0394e-15
         804   6.7524e+11   3.9528e+11   26   24            1   5.2538e+34    5.2538e+34    0.0000e+00    1.2484e-15
         805   6.7524e+11   5.1663e+11   26   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         806   6.7524e+11   6.7524e+11   26   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         807   6.7524e+11   8.8255e+11   26   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         808   6.7524e+11   1.1535e+12   26   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         809   6.7524e+11   1.5076e+12   26   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         810   8.8255e+11   3.6259e+08   27    0           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         811   8.8255e+11   8.3650e+08   27    1           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         812   8.8255e+11   1.0933e+09   27    2           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         813   8.8255e+11   1.4290e+09   27    3           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         814   8.8255e+11   1.8677e+09   27    4           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         815   8.8255e+11   2.4411e+09   27    5           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         816   8.8255e+11   3.1906e+09   27    6           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         817   8.8255e+11   4.1701e+09   27    7           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         818   8.8255e+11   5.4504e+09   27    8           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         819   8.8255e+11   7.1237e+09   27    9           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         820   8.8255e+11   9.3107e+09   27   10           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         821   8.8255e+11   1.2169e+10   27   11            1   5.8761e+30    5.8761e+30    0.0000e+00    4.9148e-22
         822   8.8255e+11   1.5905e+10   27   12            1   5.3367e+33    5.3367e+33    0.0000e+00    1.1756e-18
         823   8.8255e+11   2.0789e+10   27   13            1   1.4396e+34    1.4396e+34    0.0000e+00    3.1534e-18
         824   8.8255e+11   2.7171e+10   27   14            1   1.8802e+34    1.8802e+34    0.0000e+00    7.9139e-18
         825   8.8255e+11   3.5513e+10   27   15            1   2.4542e+34    2.4542e+34    0.0000e+00    1.7591e-17
         826   8.8255e+11   4.6416e+10   27   16            1   3.1994e+34    3.1994e+34    0.0000e+00    3.9527e-17
         827   8.8255e+11   6.0666e+10   27   17            1   4.1644e+34    4.1644e+34    0.0000e+00    7.5377e-17
         828   8.8255e+11   7.9291e+10   27   18            1   5.4040e+34    5.4040e+34    0.0000e+00    1.3809e-16
         829   8.8255e+11   1.0363e+11   27   19            1   6.9763e+34    6.9763e+34    0.0000e+00    2.4608e-16
         830   8.8255e+11   1.3545e+11   27   20            1   8.9246e+34    8.9246e+34    0.0000e+00    4.3148e-16
         831   8.8255e+11   1.7704e+11   27   21            1   1.1235e+35    1.1235e+35    0.0000e+00    7.7029e-16
         832   8.8255e+11   2.3139e+11   27   22            1   1.3733e+35    1.3733e+35    0.0000e+00    1.2983e-15
         833   8.8255e+11   3.0243e+11   27   23            1   1.5860e+35    1.5860e+35    0.0000e+00    2.0562e-15
         834   8.8255e+11   3.9528e+11   27   24            1   1.5603e+35    1.5603e+35    0.0000e+00    2.7389e-15
         835   8.8255e+11   5.1663e+11   27   25            1   1.4083e+34    1.4083e+34    0.0000e+00    2.5950e-16
         836   8.8255e+11   6.7524e+11   27   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         837   8.8255e+11   8.8255e+11   27   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         838   8.8255e+11   1.1535e+12   27   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         839   8.8255e+11   1.5076e+12   27   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         840   1.1535e+12   3.6259e+08   28    0           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         841   1.1535e+12   8.3650e+08   28    1           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         842   1.1535e+12   1.0933e+09   28    2           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         843   1.1535e+12   1.4290e+09   28    3           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         844   1.1535e+12   1.8677e+09   28    4           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         845   1.1535e+12   2.4411e+09   28    5           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         846   1.1535e+12   3.1906e+09   28    6           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         847   1.1535e+12   4.1701e+09   28    7           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         848   1.1535e+12   5.4504e+09   28    8           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         849   1.1535e+12   7.1237e+09   28    9           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         850   1.1535e+12   9.3107e+09   28   10           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         851   1.1535e+12   1.2169e+10   28   11           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         852   1.1535e+12   1.5905e+10   28   12           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         853   1.1535e+12   2.0789e+10   28   13           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         854   1.1535e+12   2.7171e+10   28   14           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         855   1.1535e+12   3.5513e+10   28   15           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         856   1.1535e+12   4.6416e+10   28   16           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         857   1.1535e+12   6.0666e+10   28   17           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         858   1.1535e+12   7.9291e+10   28   18           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         859   1.1535e+12   1.0363e+11   28   19           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         860   1.1535e+12   1.3545e+11   28   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         861   1.1535e+12   1.7704e+11   28   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         862   1.1535e+12   2.3139e+11   28   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         863   1.1535e+12   3.0243e+11   28   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         864   1.1535e+12   3.9528e+11   28   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         865   1.1535e+12   5.1663e+11   28   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         866   1.1535e+12   6.7524e+11   28   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         867   1.1535e+12   8.8255e+11   28   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         868   1.1535e+12   1.1535e+12   28   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         869   1.1535e+12   1.5076e+12   28   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         870   1.5076e+12   3.6259e+08   29    0           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         871   1.5076e+12   8.3650e+08   29    1           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         872   1.5076e+12   1.0933e+09   29    2           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         873   1.5076e+12   1.4290e+09   29    3           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         874   1.5076e+12   1.8677e+09   29    4           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         875   1.5076e+12   2.4411e+09   29    5           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         876   1.5076e+12   3.1906e+09   29    6           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         877   1.5076e+12   4.1701e+09   29    7           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         878   1.5076e+12   5.4504e+09   29    8           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         879   1.5076e+12   7.1237e+09   29    9           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         880   1.5076e+12   9.3107e+09   29   10           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         881   1.5076e+12   1.2169e+10   29   11           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         882   1.5076e+12   1.5905e+10   29   12           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         883   1.5076e+12   2.0789e+10   29   13           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         884   1.5076e+12   2.7171e+10   29   14           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         885   1.5076e+12   3.5513e+10   29   15           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         886   1.5076e+12   4.6416e+10   29   16           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         887   1.5076e+12   6.0666e+10   29   17           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         888   1.5076e+12   7.9291e+10   29   18           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         889   1.5076e+12   1.0363e+11   29   19           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         890   1.5076e+12   1.3545e+11   29   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         891   1.5076e+12   1.7704e+11   29   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         892   1.5076e+12   2.3139e+11   29   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         893   1.5076e+12   3.0243e+11   29   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         894   1.5076e+12   3.9528e+11   29   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         895   1.5076e+12   5.1663e+11   29   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         896   1.5076e+12   6.7524e+11   29   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         897   1.5076e+12   8.8255e+11   29   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         898   1.5076e+12   1.1535e+12   29   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         899   1.5076e+12   1.5076e+12   29   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
